id,name,type,Height_cm,Weight_lb,Weight_km,Height_ft,Alignment,superpower_Jump,superpower_Sonar,superpower_Magic,superpower_Flight,superpower_Banish,superpower_Orbing,superpower_Agility,superpower_Melting,superpower_Stamina,superpower_Empathy,superpower_Stealth,superpower_Gliding,superpower_Wishing,superpower_Phasing,superpower_Accuracy,superpower_Reflexes,superpower_Omnitrix,superpower_Insanity,superpower_Longevity,superpower_Endurance,superpower_Telepathy,superpower_Dexterity,superpower_Illusions,superpower_Summoning,superpower_Animation,superpower_Absorption,superpower_Nova_Force,superpower_Mind_Blast,superpower_Adaptation,superpower_Separation,superpower_Camouflage,superpower_Possession,superpower_Geokinesis,superpower_Power_Suit,superpower_Durability,superpower_Elasticity,superpower_Projection,superpower_Biokinesis,superpower_Levitation,superpower_Apotheosis,superpower_Power_Sense,superpower_Time_Travel,superpower_Sub-Mariner,superpower_Omnipotence,superpower_Immortality,superpower_Astral_Trap,superpower_Duplication,superpower_Aerokinesis,superpower_Radar_Sense,superpower_Toxikinesis,superpower_Cryokinesis,superpower_Super_Speed,superpower_Vitakinesis,superpower_Pyrokinesis,superpower_Telekinesis,superpower_Death_Touch,superpower_Atmokinesis,superpower_Echokinesis,superpower_Bullet_Time,superpower_Precognition,superpower_Hydrokinesis,superpower_Resurrection,superpower_Danger_Sense,superpower_Regeneration,superpower_Invisibility,superpower_Photokinesis,superpower_Intelligence,superpower_Illumination,superpower_Umbrakinesis,superpower_Energy_Beams,superpower_Clairvoyance,superpower_Anti-Gravity,superpower_Terrakinesis,superpower_Wallcrawling,superpower_Sonic_Scream,superpower_Power_Cosmic,superpower_Force_Fields,superpower_Super_Breath,superpower_Audiokinesis,superpower_Grim_Reaping,superpower_Mind_Control,superpower_Web_Creation,superpower_Hypnokinesis,superpower_Hyperkinesis,superpower_Energy_Armor,superpower_Natural_Armor,superpower_Size_Changing,superpower_Intangibility,superpower_Psychokinesis,superpower_Teleportation,superpower_Ability_Shift,superpower_Chlorokinesis,superpower_Astral_Travel,superpower_Thermokinesis,superpower_Energy_Blasts,superpower_Seismic_Power,superpower_Shapeshifting,superpower_Chronokinesis,superpower_Vision_-_Heat,superpower_Electrokinesis,superpower_Enhanced_Smell,superpower_Super_Strength,superpower_Weapons_Master,superpower_Healing_Factor,superpower_Omnilingualism,superpower_Magnetokinesis,superpower_Thirstokinesis,superpower_Vision_-_Night,superpower_Psionic_Powers,superpower_Vision_-_X-Ray,superpower_Gravitokinesis,superpower_Enhanced_Touch,superpower_Changing_Armor,superpower_Natural_Weapons,superpower_Fire_Resistance,superpower_Reality_Warping,superpower_Enhanced_Senses,superpower_Portal_Creation,superpower_Density_Control,superpower_Self-Sustenance,superpower_Invulnerability,superpower_Heat_Resistance,superpower_Power_Nullifier,superpower_Enhanced_Memory,superpower_Heat_Generation,superpower_Cold_Resistance,superpower_Physical_Anomaly,superpower_Magic_Resistance,superpower_Latent_Abilities,superpower_Power_Absorption,superpower_Enhanced_Hearing,superpower_Symbiote_Costume,superpower_Vision_-_Thermal,superpower_Vaporising_Beams,superpower_Energy_Resistance,superpower_Energy_Absorption,superpower_Astral_Projection,superpower_Energy_Constructs,superpower_Radiation_Control,superpower_Timeframe_Control,superpower_Matter_Absorption,superpower_Spatial_Awareness,superpower_Animal_Attributes,superpower_Vision_-_Infrared,superpower_Power_Augmentation,superpower_Lantern_Power_Ring,superpower_Radiation_Immunity,superpower_Intuitive_aptitude,superpower_Entropy_Projection,superpower_Weapon-based_Powers,superpower_Energy_Manipulation,superpower_Qwardian_Power_Ring,superpower_Substance_Secretion,superpower_Vision_-_Telescopic,superpower_Technopath/Cyberpath,superpower_Telepathy_Resistance,superpower_Electrical_Transport,superpower_Vision_-_Microscopic,superpower_Molecular_Combustion,superpower_Underwater_breathing,superpower_Radiation_Absorption,superpower_Molecular_Dissipation,superpower_Photographic_Reflexes,superpower_Animal_Oriented_Powers,superpower_Molecular_Manipulation,superpower_Darkforce_Manipulation,superpower_Mind_Control_Resistance,superpower_Cross-Dimensional_Travel,superpower_Molecular_Immobilization,superpower_Probability_Manipulation,superpower_Human_physical_perfection,superpower_Cross-Dimensional_Awareness,superpower_Elemental_Transmogrification,superpower_Toxin_and_Disease_Resistance,Gender,Alternate_Identities,First_appearance,Eye_color,Hair_color,Group_Affiliation,strength,combat,intelligence,speed,power,durability,Relatives,Aliases,Occupation,Base,Place_of_birth,Race,Nicknames,Skin_color,Enemies,Friends
1339971453,Leader,villain,178,140,63,5'10,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Leader,,Green,none,Leader of Freehold,0.1,0.42,1.0,0.12,0.57,0.14,,,,,"Boise, Idaho",,,,,
1339971454,Lex Luthor,villain,188,210,95,6'2',bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Lex Luthor,"ACTION COMICS #23 (April, 1940)",Green,bald,"Injustice Gang, Injustice League, Society of Supervillains",0.1,0.28,1.0,0.12,0.1,0.14,"Casey and Elaine Griggs (foster parents, deceased),
Lena Luthor (sister pre-Crisis; daughter post-Crisis),
Elizabeth Perske (ex-wife),
Perry J. White Jr. (son, deceased),
Contessa Erica Alexandra del Portenza (wife, assumed deceased)",,Owner of LexCorp,,,,,,,
1339971455,Lightning Lord,villain,191,210,95,6'3,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Lightning Lord,Supergirl and the Legion of Super-Heroes #25 (Feb. 2007),Blue,Red,"The Wanderers, former ally of the Legion of Super-Heroes.",0.1,0.42,0.44,0.23,0.66,0.42,,,,,,,,,,
1339971456,Living Brain,villain,198,800,360,6'6,bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Amazing Spider-Man #8 (1964),Yellow,,,0.53,0.28,0.75,0.35,0.31,0.56,,,Robot,,,,,,,
1339971457,Lizard,villain,203,510,230,6'8,bad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,male,Lizard,Amazing Spider-Man #6,Red,None,,0.51,0.56,0.38,0.27,0.4,0.7,"Martha (wife, deceased), Billy (son), unnamed sister",,Research biologist,Florida,"Coral Gables, Florida",,,,,
1339971458,Lobo,villain,229,640,288,7'6,bad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,male,Lobo,Omega Men # 3 (June 1983),Red,Black,"Formerly LEGION, Young Justice; First Celestial Church of the Triple Fish-God",0.82,0.85,0.88,0.35,0.95,1.0,,"The Main Man, The 'Bo, Master Frag, Mister Machete, Popebo; He-Who-Devours-Your-Entrails-And-Thoroughly-Enjoys-It","Contract killer, bounty hunter; former high priest of the First Celestial Church of the Triple Fish-God",Mobile throughout several galaxies,,,,,,
1339971459,Loki,villain,193,525,236,6'4,bad,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,male,Loki,Journey into Mystery Vol. 1 #85,Green,Black,"Asgardians, Karnilla, Enchantress, Skurge the Executioner, Cobra, Mister Hyde, Absorbing Man, Igron, Tyr, Lorelei, Hela, Ulik, Frost Giants, Storm Giants (former), Dormammu, Acts of Vengeance prime movers (Dr. Doom, Magneto, Red Skull, Mandarin, Wizard",0.57,0.56,0.88,0.47,0.85,0.85,"Laufey (father, deceased), Farbauti (mother, deceased), Sigyn (wife, deceased), Odin (foster father, deceased), Frigga (foster mother, deceased), Thor, Vidar (foster brothers, deceased), Hela,Fenris (Wolf), Jordmungand (Midgard Serpent) (children, deceased), Arkin (cousin, deceased)","God of Mischief, Gem-Keeper, Walter Lawson, Lester, Loren Olsen, Tyfon, Father Williams, Willie, Tso Zhung; has also impersonated hundreds of others.",God of evil; former god of mischief and madness,Asgard,"Jotunheim, Asgard",,,,,
1339971460,Luke Campbell,villain,NA,NA,NA,NA,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Luke Campbell,,,,,,,,,,,"Unnamed father (estranged), Mary Campbell",,,"Newark, NJ",,,,,,
1339971461,Mach-IV,villain,180,175,79,5'11,bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Mach-IV,(Beetle) Strange Tales #123 (1964); (MACH-I) Incredible Hulk #449 (1997); (MACH-II) Thunderbolts #37 (2000); (MACH-III) Thunderbolts #57 (2001); (MACH-IV) New Thunderbolts #1 (2005),Brown,Brown,"formerly Thunderbolts, Masters of Evil, Sinister Syndicate, Justin Hammer's Hit Squad, Maggia, Sinister Seven, Commission on Superhuman Activities, Defenders impersonators, Burton Canyon Police Department",0.36,0.56,0.75,0.6,0.6,0.84,,"Beetle, MACH-I, MACH-II, MACH-III, Matthew","Adventurer; former master mechanic, professional criminal, mercenary",,"Baltimore, Maryland",,,,,
1339971462,Magneto,villain,188,190,86,6'2,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Magneto,X-MEN Vol. 1 #1,Blue-Grey,White,"Currently None, formerly Brotherhood of Evil Mutants I and II, X-Men, teacher of the New Mutants, Lords Cardinal of the Hellfire Club, leader of the Acolytes",0.8,0.56,0.75,0.27,0.77,0.84,"Magda (wife, deceased), Anya (daughter, deceased), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter), Lorna Dane (Polaris, daughter), Joseph (clone, deceased), Luna (granddaughter)","The Creator, Erik Magnus Lehnsherr, Michael Xavier, White Pilgrim, Erik the RedThe Master of Magnetism","Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent","Currently unrevealed, formerly Asteroid M; various hidden bases on Earth including one in Antarctica; an island in the Bermuda Triangle; Professor Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","Unrevealed, probably somewhere in Northern Europe",,,,,
1339971463,Magus,villain,183,NA,NA,6'0,bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,New Mutants #18 (1984),Black,,,1.0,0.74,0.88,0.7,1.0,0.99,"Warlock (son, deceased)",Warlock's Father,Ruler of the Technarchy,,Kvch (Technarchys home planet),,,,,
1339971464,Mandarin,villain,188,215,97,6'2,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,male,Mandarin,"Tales of Suspense #50 (February, 1964)",Blue,White,"current CEO of Prometheus Corporation; has employed the Avatars, Living Laser, Power Man, Swordsman, Enchantress, Executioner, Sandman, and Ladykiller.",0.28,0.95,1.0,0.23,0.99,0.28,"Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fiancée, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)","Tem Borjigin, Gene Kahn, Master Khan, Zhang Tong, Mandy","Would-be conqueror; former janitor, businessman and crimelord, government administrator",Prometheus Corporation; formerly Dragon of Heaven; Palace of the Star Dragon in the Valley of Spirits.,China,Human,,,,
1339971465,Match,villain,NA,NA,NA,NA,bad,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Match,"Superboy Vol 4 #35 (January, 1997)",Black,Black,"Titans East, the Agenda, Project Cadmus",0.95,0.7,0.75,0.83,0.89,0.85,"Superman (genetic template via Superboy), Lex Luthor (genetic Template via Superboy), Superboy (genetic template)","Superboy, Superman",,,,,,,,
1339971466,Maxima,villain,180,160,72,5'11,bad,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,,,Brown,Red,"Justice League Task Force, Extreme Justice",0.9,0.75,0.75,0.35,0.67,0.56,,"Queen Maxima, Empress of the Almeracian Empire","Adventurer, Queen of the Almerac Empire",Imperial Royal Palace,Almerac,,,,,
1339971467,Mephisto,villain,198,310,140,6'6,bad,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,male,,,White,Black,"Hell-lords, Lords of the Splinter Realms; formerly manipulator of the Six-Fingered Hand",0.85,0.42,0.88,0.35,1.0,0.95,"Blackheart (son), Mephista (daughter); presumptive relationship to other Hell-lords; quasi-paternal relationship to Mikal Drakonmegas (Hellfire) and Daimon (Hellstorm) and Satana Hellstrom; formerly engaged to unidentified demoness","Satan; Mephistopheles, Lord of Evil, Prince of Devils, Prince of Lies, Lord of the Lower Depths, Satan, Beelzebub, the Devil, Maya, Lucifer, Nick Scratch, the Friend, Legion, numerous others; impersonated Don Blake, many others",Lord of a realm of Hell,,Hell,,,,,
1339971468,Metallo,villain,196,200,90,6'5,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Metallo,"Superman Vol 2 #1 (January, 1987)",Green,Brown,Superman Revenge Squad,0.53,0.64,0.75,0.23,0.74,0.95,,,Professional criminal,"Mobile, though he generally operates out of Metropolis",,,,,,
1339971469,Mister Freeze,villain,183,190,86,6'0,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Mister Freeze,Batman #121 (Feb. 1959),,,"Assorted Batman rogues, The Society",0.32,0.28,0.75,0.12,0.37,0.7,"Nora Fries (wife, deceased, then resurrected as Lazara), Charles (Father) and Lorraine Fries (Mother)","Mister Zero, Doctor Zero, Doctor Schimmell",,,,Human,,,,
1339971470,Mister Mxyzptlk,villain,NA,NA,NA,NA,bad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,male,Mister Mxyzptlk,Superman #30 (September 1944),,,,0.1,0.28,1.12,0.12,1.0,0.14,,,,,,,Mxy,,,
1339971471,Mister Sinister,villain,196,285,128,6'5,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Mister Sinister,Uncanny X-Men #212 (1987),Red,Black,"Marauders (founder), Nasty Boys (founder); formerly Weapon X, Third Reich",,,,,,,"Rebecca Essex (wife, deceased), Adam Stanislaus Essex (son, deceased), unnamed child (deceased), N2 (creation, deceased), Madelyne Pryor (creation, deceased)","Sinister, Robert Windsor, Arnold Bocklin, Mike Milbury, Apocalypse, Steven Shaffran, Edmond Atkinson, Nate, Administrator Pearson, Nosferatu, Nathan Milbury, Pale Man","Geneticist; former scientist, socialite, teacher, obstetrician, biologist",,"London, England",,,,,
1339971472,Moloch,villain,NA,NA,NA,NA,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Moloch,,,,,,,,,,,,"William Edgar Bright, Moloch the Mystic",,,,,,,,
1339971473,Molten Man,villain,196,550,248,6'5,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Molten Man,Amazing Spider-Man #28 (1965),Gold,Gold,Exterminators,0.73,0.56,0.5,0.23,0.53,0.84,"Doris Raxton (mother), Liz Allan Osborn (step-sister), Harry Osborn (Green Goblin II , step-brother-in-law, deceased), Norman Osborn Jr. (Green Goblin I, step-nephew)",,"Security guard for Osborn industries, former criminal, lab assistant",,,,,,,
